vacuum,power
64.44,440.1
70.4,430.98
41.14,481.37
62.26,434.97
42.86,463.09
49.15,458.6
44.47,465.93
37.83,471.79
77.17,435.56
71.25,442.26
59.21,436.33
69.89,434.98
40.96,488.82
38.73,470.06
61.47,443.67
70.36,442.17
77.54,440.21
50.59,454.15
43.67,475.08
58.59,444.04
40.81,487.24
66.44,428.44
39.42,471.85
42.34,465.98
71.14,433.64
58.62,447.48
39.28,476.49
41.67,469.17
60.07,446.14
41.26,466.88
63.07,442.25
71.29,431.23
62.1,455.29
72.86,433.59
50.78,449.6
60.1,455.82
42.34,467.03
60.1,453.94
60.1,450.99
75.6,441.04
41.14,463.67
38.91,482.17
45.87,455.96
58.46,443.47
68.94,433.45
42.07,485.23
74.99,432.94
63.31,440.4
35.76,473.01
40.66,464.5
69.51,431.15
50.78,447.42
41.62,461.23
74.78,438.75
43.67,472.65
59.21,438.7
68.08,431.77
39.16,469.52
70.36,440.16
42.07,483.86
71.14,430.85
66.48,439.66
43.43,448.92
71.77,434.6
40.62,478.56
48.41,445.4
65.18,436.99
71.25,435.66
44,470.31
74.22,428.9
43.48,468.37
66.91,440.52
67.32,437.94
39.9,487.84
39.64,477.65
37.49,479.78
53.16,459.78
41.26,471.93
43.13,467.46
56.65,456.18
38.5,491.54
36.66,480.2
48.6,449.58
60.1,451.17
74.22,438.67
71.32,437.99
36.99,464.7
64.15,453.94
46.93,450.86
60.75,439.43
68.08,435.91
40.83,472.72
44.9,452.77
63.9,444.42
63.91,447.9
65.12,444.44
64.96,427.28
47.43,442.12
78.87,432.01
44.99,460.53
75.6,437.31
35.19,480.05
55.97,443.74
63.31,454.78
66.54,436.57
71.85,428.39
43.8,466.78
37.7,480.7
39.39,468.88
47.45,450.22
58.79,448.19
70.02,439.99
48.04,464.14
39.54,469.23
43.99,474.17
64.05,442.3
69.89,438.29
73.67,438.42
37.83,474.42
70.32,431.93
67.69,429.58
58.95,451.67
40.96,486.58
70.83,430.91
39.85,477.17
44.85,467.41
54.3,459.97
40.55,472.19
44.57,446.84
40.83,470.47
70.98,441.78
58.33,440.79
72.43,430.06
62.44,435.11
41.1,459.72
59.43,440.61
50.32,445.17
50.88,457.33
50.59,463.4
58.2,448.92
76.09,443.13
64.05,439.24
56.65,454.87
39.96,471.42
38.5,487.19
41.26,477.57
68.08,437.65
40.69,473
43.99,461.97
43.99,456.07
44.88,463.32
64.15,457.74
58.18,441.05
59.39,440.94
74.9,433.63
39.96,475.23
51.43,438.1
67.25,438.42
41.26,472.9
68.28,442.04
44.47,465.24
72.29,441.5
65.34,445.82
44.88,459.73
44.85,479.03
45.09,457.36
41.39,472.88
43.7,465.78
68.51,431.19
43.79,461.93
48.92,455.11
40.07,494.21
71.14,434.03
68.3,440.81
46.93,450.04
59.39,444.21
69.4,425.3
53.82,459.95
40.73,464.7
74.93,441.52
45.64,459.59
50.05,442.49
72.43,439.02
46.33,451.22
62.44,443.3
61.27,450.01
41.38,479.95
43.34,461.7
74.16,432.05
67.69,440.22
52.08,451.94
60.08,450.33
68.24,426.8
44.85,465.88
40.67,489.1
67.79,444.09
44.92,458.12
40.1,470.65
60.29,454.16
40.22,461.74
64.45,451.16
44.47,469.37
49.02,438.53
40.62,477.2
40.79,461.29
40.66,463.83
73.91,431.26
45.87,479.91
65.94,439.63
39.61,486.31
68.27,434.89
41.85,466.86
38.44,486.53
44.88,462.72
41.55,475.6
72.29,445.73
62.26,436.04
44.58,481.85
75.6,439.14
76.86,431.03
40.72,485.92
70.36,441.86
52.08,450.87
41.16,463.9
40.67,486.34
46.48,452.37
41.23,466.83
49.16,439.45
40,457.09
57.19,436.92
57.25,444.85
35.71,467.61
40.92,458.49
74.67,428.48
47.03,463.89
72.24,432.65
44.71,465.61
38.06,483.56
59.27,453.4
49.3,438.56
69.13,427.95
41.1,449.99
62.52,451.64
39.85,474.9
60.95,446.09
58.33,444.46
44.57,447.03
39.69,470.78
49.21,457.7
41.06,489.96
71.85,431.26
35.47,489.07
35.77,482.8
43.8,466.2
71.73,435.23
79.74,433.84
43.52,458.57
72.29,435.71
63.31,454.14
68.14,432.19
47.03,456.44
50.88,455.14
38.38,474.94
39.54,462.12
63.57,449.01
71.73,436.28
73.18,431.02
71.77,434.47
43.5,464.08
41.44,481.96
41.79,456.75
73.03,439.74
60.77,440.68
40.83,474.82
72.39,430.7
65.59,439.14
61.86,442.67
59.15,438.9
42.86,470.28
38.91,484.32
41.79,474.09
69.94,439.4
58.05,444.46
64.69,440.73
42.18,454.46
60.77,443.52
41.23,463.21
44.58,467.92
57.5,453.29
50.66,454.78
48.41,439.79
64.63,448.66
67.9,425.5
68.24,433.43
44.89,454.37
49.69,456.03
66.25,439.77
43.34,468.8
43.22,463.99
59.14,442.67
65.94,446.34
44.03,474.15
44.85,478.71
69.23,434.4
69.34,433.57
62.66,443.09
43.41,461.06
47.93,435.27
43.69,478.48
50.78,443.98
60.08,454.39
39.16,470.39
49.78,453.54
64.45,452.82
44.05,443.84
41.17,475.61
70.32,433.08
59.07,443.54
59.43,440.66
72.43,428.76
42.18,464.81
43.34,465.22
41.14,480.19
58.49,456.84
42.44,481.55
42.44,466.78
63.78,449.93
41.49,467.44
61.02,440.85
64.05,439.83
44.06,459.73
38.91,482.09
39.4,488.63
40.56,470.84
39.33,491.77
63.78,446.69
71.85,441.1
61.5,437.37
42.49,481.87
67.71,442.45
57.76,450.25
58.9,444.4
39.9,490.68
60.37,441.33
64.15,450.08
43.69,462.63
41.4,480.79
50.9,460.75
41.04,473.98
41.93,478.88
48.92,439.87
35.77,475.88
37.83,472.46
40.56,478.88
70.4,437.98
70.32,436.03
75.6,440.28
41.26,473.87
71.73,431.06
39.64,467.22
56.85,442.85
41.74,471.84
64.44,445.89
41.4,474.16
69.84,428.6
41.17,488.53
51.43,449.98
68.08,436.37
39.64,478.05
51.43,446.67
61.45,442.78
41.31,485.2
58.46,446.66
66.48,435.02
41.48,461.61
62.39,435.84
48.78,449.11
40.02,480.53
39.4,485.94
60.27,442
42.99,472.52
52.84,449.06
37.73,472.08
58.98,444.43
68.51,438.35
71.77,426.87
72.24,434.21
71.22,443.01
41.7,463.33
42.07,459.15
62.4,445.66
67.07,443.46
49.25,454.41
60.29,444.04
50.32,444.23
56.53,452.5
38.5,488.12
65.06,440.27
41.49,475.69
59.87,448.39
73.77,430
72.29,432.52
44.47,464.25
39.35,470.66
61.86,447.14
44.06,456.57
58.79,453.44
69.88,433.24
56.03,459.09
41.04,474.71
68.08,429.97
43.14,481.56
59.8,455.66
43.7,464.26
44.9,468.92
70.72,441.37
43.69,472.07
70.02,437.48
42.85,480.98
75.6,431.18
39.72,469.38
38.28,469.59
35.19,490.5
71.29,432.99
44.47,466.53
56.89,440.36
44.06,465.77
40.71,483.19
65.27,437.62
42.23,462.27
39.82,466.89
41.35,466.27
42.18,466.56
39.63,465.97
45.01,453.45
59.15,444.07
77.54,431.81
69.13,434.48
77.54,434.7
67.25,434.05
41.46,480.11
65.46,454.88
77.17,435.58
44.9,467.2
39.39,469.79
43.72,473.26
58.49,458.5
40.64,475.73
70.32,435.27
40.22,478.43
37.5,474.57
69.14,431.35
48.06,455.44
60.08,450.86
40.96,483.79
39.33,489.22
50.9,453.99
40.1,468.74
71.64,439.73
39.22,472.66
40.72,485.3
71.94,435.06
58.41,440.78
60.77,442.25
60.84,447.73
57.32,442.73
46.21,442.98
66.51,448.04
71.32,436.61
41.46,481.31
41.49,469.02
41.44,476.68
39.53,457.09
53.82,464
61.5,439.14
71.32,435.25
66.54,431.66
72.24,431.75
71.29,437.17
40.78,469.97
37.49,482.21
77.54,434.09
37.83,473.66
43.67,468.14
40.69,474.08
41.92,468.41
58.95,450.89
75.23,441.78
39.81,483.71
42.74,474.75
70.32,430.48
39.28,477.53
45.61,457.91
41.26,480.6
40.81,487.8
68.3,437.12
73.18,429.84
44.03,474.68
63.86,447.3
64.27,445.12
66.54,440
45.09,458.67
43.72,473.05
65.48,449.85
66.54,436.42
41.26,475.17
68.67,444.09
71.32,433.82
61.27,449.81
69.71,434.05
46.48,452.06
39.39,465.74
42.32,463.06
77.95,434.09
43.5,460.7
58.41,443.74
67.48,440.38
65.46,444.46
38.01,463.61
56.53,456.04
39.37,487.05
39.54,468.22
67.83,427.62
51.43,456.7
71.14,432.58
38.16,474.92
59.54,437.58
43.56,469.35
40.27,489.1
57.17,452.67
43.14,480.08
52.84,444.69
34.03,483.74
58.95,442.4
61.47,435.82
59.8,452.96
41.62,464.86
76.2,437.81
69.59,437.2
48.78,453.27
54.9,455.91
40.71,467.01
72.24,434.33
41.54,477.05
40.55,472.47
40.64,472.86
42.86,470.79
37.14,474.16
71.29,437.03
69.82,438.74
74.16,436.23
43.77,456.41
71.8,437.4
44.57,443.66
42.8,460.43
46.21,448.74
50.9,459.11
40.56,475.86
68.3,431.82
67.45,435.47
40.02,477.86
40.96,478.3
48.78,451.59
41.17,484.2
73.17,431.23
63.07,443.1
44.47,466.56
70.8,432.19
41.17,475.13
41.62,463.86
38.68,486.67
39.4,482.82
39.42,482.02
65.06,440.5
71.8,435.82
47.45,451.5
71.43,443.68
75.23,443.78
72.43,428.88
78.05,430.55
68.14,425.27
41.03,481.68
70.72,436.19
68.12,435.2
41.92,464.95
65.74,435.58
41.14,477.8
49.16,440.57
59.22,445.75
66.56,435.73
68.08,433.04
50.9,456.4
70.94,432.71
61.41,452.85
74.99,438.26
69.98,429.86
38.58,461.49
45.61,456.71
52.75,464.82
68.24,426.25
40.75,472.5
63.56,442.4
41.01,465.8
58.79,444.34
60.27,440.87
64.27,437.87
44.66,461.34
44.58,483.54
58.2,446.94
38.38,474.93
41.16,467.46
69.71,440.43
39.72,455.58
64.79,450.25
45.87,479.66
41.58,464.45
40.78,478.29
58.79,444.26
67.83,442.53
36.71,473.85
71.32,433.59
57.32,449.59
44.89,445.45
40.23,475.9
41.14,473.56
74.99,442.51
67.71,446.23
68.08,428.34
57.5,446.26
69.23,436.31
73.5,441.18
39.61,482.17
73.18,427.22
70.32,437.39
58.05,447.93
38.62,462.58
40.56,474.71
59.8,451.98
60.27,439.52
67.69,425.21
64.69,435.67
63.09,449.6
43.71,469.15
67.45,439.45
67.71,444.55
42.18,465.75
57.76,452.33
67.83,437.49
66.51,434.8
69.13,426.14
39.28,469.27
42.34,459.6
44.06,454.51
71.97,434.96
52.9,459.61
41.62,457.29
52.3,439.25
37.5,472.16
41.1,456.44
77.24,433.69
70.72,437.72
53.82,459.16
64.63,449.34
67.32,438.36
69.04,442.24
74.99,436.77
41.03,485.1
70.94,435.21
41.17,470.67
45.01,451.28
73.88,438.12
56.85,442.96
46.48,462.55
44.63,455.58
53.16,456.93
40.77,479.23
56.9,441.41
42.28,484.75
67.17,438.04
41.04,456.21
69.89,434.47
45.87,482.49
67.9,440.36
72.86,434.67
69.48,448.79
41.16,460.44
43.34,464.36
71.98,434.11
43.13,466.86
43.77,446.05
70.36,431.26
68.94,426.1
38.91,474.22
59.22,442.98
71.94,430.46
73.56,440.29
58.59,443.85
50.9,460.14
40.71,471.8
41.39,475.13
74.87,432.68
40.27,479.22
59.87,448.26
44.88,464.65
45.01,452.21
60.84,438.59
63.94,444.53
61.5,435.6
59.21,437.72
56.85,440.08
66.17,444.51
41.58,466.05
58.16,452.83
73.56,433.62
45.87,455.86
58.16,458.61
42.23,461.9
54.3,467.88
49.83,468.22
44.9,454.19
59.14,439.78
58.66,453.33
70.98,441.51
69.94,436.88
76.09,435.01
41.74,473.45
42.28,474.97
25.36,470.9
77.95,431.62
41.26,477.14
52.08,448.23
69.59,439.26
58.95,440.03
39.28,480.92
77.95,437.61
64.63,446.57
68.24,427.96
58.49,445.49
39.99,464.95
42.02,472.16
39.53,456.57
41.17,475.13
40.71,465.42
63.94,445.6
59.21,440.25
75.23,439.03
35.57,488.65
64.45,452.33
37.5,474.36
44.92,462.12
62.26,443.58
64.33,440.97
51.3,454.94
65.27,440.51
41.01,474.09
68.28,452.47
38.56,484.45
37.5,472.32
50.05,443.71
67.25,433.71
39.4,475.34
69.84,439.06
57.19,436.21
61.41,448.55
74.22,432
40.23,484.22
50.16,451.49
42.18,465.89
42.44,481.03
77.54,435.38
39.4,484.33
62.96,445.79
66.44,443.21
70.32,439.59
69.59,433.97
62.1,451.06
62.4,445.3
49.82,454.2
68.28,444.86
41.58,465.45
40.1,467.32
49.69,460.03
39.18,469.62
74.33,429.57
69.45,435.74
62.52,453.28
